,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long,renovated_post2000,has_basement
21352,9533100285,6/30/2014,2070000.0,4,4,4350,7965,2,0.0,0.0,3,10,1997_to_2015,98004,47.6289,-122.205,0,0
21367,644000115,9/23/2014,1770000.0,4,3,3980,10249,2,0.0,0.0,3,10,1997_to_2015,98004,47.5873,-122.196,0,0
21451,2311400056,12/1/2014,1990000.0,5,4,5230,8960,2,0.0,0.0,3,11,1997_to_2015,98004,47.5964,-122.20100000000001,0,1
21457,8085400586,11/1/2014,1750000.0,4,3,3560,8975,2,0.0,0.0,3,10,1997_to_2015,98004,47.6322,-122.209,0,0
21469,1088100450,7/25/2014,1720000.0,5,4,4590,35046,2,0.0,0.0,3,10,1997_to_2015,98033,47.6647,-122.16,0,0
21470,98300230,4/28/2015,1460000.0,4,4,4620,130208,2,0.0,0.0,3,10,1997_to_2015,98024,47.5885,-121.939,0,0
21489,9468200109,6/17/2014,1560000.0,3,4,4360,6240,2,0.0,3.0,3,10,1997_to_2015,98103,47.6791,-122.354,0,1
21490,2524069097,5/9/2014,2240000.0,5,6,7270,130017,2,0.0,0.0,3,12,1997_to_2015,98027,47.5371,-121.98200000000001,0,1
21498,3262300818,2/27/2015,1870000.0,4,4,3790,8797,2,0.0,0.0,3,11,1997_to_2015,98039,47.6351,-122.236,0,1
21504,7237550100,8/25/2014,1410000.0,4,4,4920,50621,2,0.0,0.0,3,10,1997_to_2015,98053,47.6575,-122.006,0,1
21505,7430500110,12/9/2014,1380000.0,5,4,5150,12230,2,0.0,2.0,3,10,1997_to_2015,98008,47.6249,-122.09,0,1
21509,2625069038,11/24/2014,1450000.0,4,4,4300,108865,2,0.0,0.0,3,11,1997_to_2015,98074,47.6258,-122.005,0,0
21514,8964800330,4/7/2015,3000000.0,4,4,5090,14823,1,0.0,0.0,3,11,1997_to_2015,98004,47.62,-122.20700000000001,0,1
21516,324069112,6/17/2014,1330000.0,4,4,4420,16526,2,0.0,0.0,3,11,1997_to_2015,98075,47.5914,-122.027,0,0
21524,715010530,1/13/2015,1880000.0,5,4,4410,13000,2,0.0,3.0,3,10,1997_to_2015,98006,47.5382,-122.111,0,1
21535,1561750040,12/24/2014,1380000.0,5,4,4350,13405,2,0.0,0.0,3,11,1997_to_2015,98074,47.6018,-122.06,0,0
21552,524059330,1/30/2015,1700000.0,4,4,3830,8963,2,0.0,0.0,3,10,1997_to_2015,98004,47.599,-122.197,0,1
21560,9253900271,1/7/2015,3570000.0,5,4,4850,10584,2,1.0,4.0,3,10,1997_to_2015,98008,47.5943,-122.11,0,1
21581,191100405,4/21/2015,1580000.0,4,3,3410,10125,2,0.0,0.0,3,10,1997_to_2015,98040,47.5653,-122.223,0,0
21584,249000205,10/15/2014,1540000.0,5,4,4470,8088,2,0.0,0.0,3,11,1997_to_2015,98004,47.6321,-122.2,0,0
